OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
17445,Goose,Wildfire Daily Fire Perimeter,Image Interpretation,5236.68597917977,2022/06/29 16:50:32+00,2022/07/21 17:26:32+00,2022/07/15 14:08:00+00,5236.66440259036,{01CA6776-3465-4835-AFEC-B7A9296DCF3C},2022 NIFS,,DEFAULT,4837.7665,,,5236.7,0.1,AKYTDC,0,,,,Minimal,,Backing,Group Torching,Natural,,,PR46,,2022/06/29 16:38:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 17:15:00+00,2022/07/14 15:59:59+00,2022/07/21 17:15:00+00,U,Type 5 IC,Goose,"15 Miles Northwest of Chalkyitsik, AK.",WF,FI,66.87611,-143.8876,,,{7D4C74D7-E912-4F9F-9838-18768241F65B},,0,1,0,0,0,0,000395,0,100,"Chalkyitsik, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKYFR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Tall Grass (2.5 feet),24,2022-AKUYD-000395,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2022/07/11 22:58:21+00,,IRWIN,,2022/07/21 23:59:03+00,2022/06/29 16:50:27+00,{A0ECBBDE-AB02-41C7-B499-AB41EB4C47B0},0,,,1.01462130800708,-0.00433706318759269
17454,East Yuki,Wildfire Daily Fire Perimeter,Image Interpretation,2192.1,2022/07/02 03:30:47+00,2022/07/09 14:49:29+00,2022/07/08 21:17:59+00,2192.13142765812,{79C3362E-0DC6-4A1D-A9D9-E0A206A1C2F3},2022 NIFS,,DEFAULT,2192.1277,,,2192,0.1,AKGADC,,,,,,,,,Undetermined,,,PSQ8,,2022/07/02 03:07:00+00,,,,,,,PD,1522,AICC,,,,,,East Yuki,,WF,FI,64.13178,-156.6346,1200,,{3F92B1E8-988E-455E-95BD-A4893EAA5019},,0,1,0,0,0,,000418,,,,Yukon-Koyukuk,AKGADC,02290,DNR,AKAKS,,State,Other,,,,,,,AK05,BLM,AKGAD,US-AK,,,,,,2022-AKGAD-000418,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/10 18:04:56+00,2022/07/02 03:30:09+00,{DCBE3B87-18B3-4781-B6C9-3C840FC16984},0,,,0.274934815176186,-0.00163440268254965
17455,Waterfall,Wildfire Daily Fire Perimeter,Image Interpretation,5931.4,2022/07/02 16:44:47+00,2022/07/16 16:21:29+00,2022/07/15 14:08:00+00,5931.32933706991,{2D691D81-F6C7-4337-A205-4058F2C3ED7D},2022 NIFS,,DEFAULT,5766.969,,,5931.4,1,AKYTDC,0,,,,Minimal,,,,Natural,,,PST6,,2022/07/02 15:45:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 18:45:00+00,2022/07/14 15:59:59+00,2022/07/21 18:45:00+00,U,Type 5 IC,Waterfall,"37 miles north of Eagle, AK",WF,FI,65.33993,-141.1991,,,{193D5CCD-66C6-4E18-B905-2D746FD7335C},,0,1,0,0,0,0,000423,0,0,"Eagle, AK",Southeast Fairbanks,AKYTDC,02240,ANC,AKDYN,,ANCSA,Private,,,,,,,AK02,BLM,AKUYD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),,2022-AKUYD-000423,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 00:51:03+00,2022/07/02 16:44:34+00,{E7D4A1FD-90C2-4E8C-A7A6-4E2E4148DECC},0,,,1.04535938963332,-0.00462394508179999
17459,Ladue,Wildfire Daily Fire Perimeter,Digitized-Image,1182.65148130773,2022/07/02 21:40:43+00,2022/07/05 17:37:52+00,2022/07/04 21:46:59+00,1182.64667911792,{41FD297D-B480-4845-B40D-C97361C7C611},2022 NIFS,,DEFAULT,,,,1182.7,50,AKNFDC,,,,,Active,,,,Natural,,,PSZ2,,2022/07/01 01:07:25+00,Type 4 Incident,,,,,,,,AICC,,,,,,Ladue,,WF,FI,63.4955,-141.819,,,{EA302CCB-ED93-457E-A8A9-8FD6F7642545},,0,1,,1,,,213410,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01E,DVF,AKTAS,US-AK,,,Chaparral (6 feet),,,2022-AKTAS-213410,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/23 02:46:15+00,2022/07/01 02:18:11+00,{76C76910-6D6A-4083-B230-B30C18182C8C},0,,,0.221788558447609,-0.000862003767537562
17462,Belle,Wildfire Daily Fire Perimeter,Image Interpretation,920.640632111352,2022/06/29 23:24:47+00,2022/07/21 17:26:32+00,2022/07/08 21:06:00+00,920.636880854411,{12103EB8-12F7-4257-9314-CFC1C57437EA},2022 NIFS,,DEFAULT,904.5319,,,920.6,2,AKYTDC,0,,,,Minimal,,,,Natural,,,PR6Y,,2022/06/29 23:15:00+00,Type 5 Incident,,0,0,100,0,PD,,AICC,2022/07/18 17:45:00+00,2022/07/15 02:00:00+00,2022/07/18 17:45:00+00,F,Type 5 IC,Belle,"17 miles north of Chalkyitsik, AK",WF,FI,66.90318,-143.7021,,,{D9C6A973-07D2-4A9D-9943-A978D67F3AC2},,0,1,0,0,0,0,000398,0,0,"Chalkyitsik, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKYFR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000398,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/21 23:59:28+00,2022/06/29 23:24:34+00,{B8196DB2-E6FC-4F71-BA8B-7733AD77E087},0,,,0.203147278932142,-0.000763654348352202
17468,Volkmar River,Wildfire Daily Fire Perimeter,GPS-Flight,7064.63093578054,2022/07/12 22:32:49+00,2022/07/13 00:41:54+00,2022/07/12 22:32:48+00,7063.74167161987,{EE44D754-0BEE-4255-A588-1F1A7764FB5C},2022 NIFS,,DEFAULT,1893.3876,,,7064.6,2,AKNFDC,,,,,Moderate,,,,Natural,,,PS2L,,2022/07/03 17:47:39+00,Type 5 Incident,,,,,,,,AICC,,,,,,Volkmar River,,WF,FI,64.277221,-144.400153,,,{04279DDD-72B4-477D-9611-C967BDA6CE83},,0,1,,1,,,212433,,,,Southeast Fairbanks,AKNFDC,02240,ANC,AKDYN,,ANCSA,Private,,,,,,,AK01W,DVF,AKDAS,US-AK,,,Chaparral (6 feet),,,2022-AKDAS-212433,Approved Decision,ifm,ifm,0,Type 4 Incident,2022/07/13 01:16:34+00,,IRWIN,,2022/07/13 05:15:05+00,2022/07/03 19:14:38+00,{A0F9D83D-EECC-401A-9B14-B0C3DE479D47},0,,,0.586592900062368,-0.00525586024306181
17471,Slathtouka,Wildfire Daily Fire Perimeter,Mixed Methods,9926.8,2022/07/03 17:10:17+00,2022/07/16 01:25:45+00,2022/07/14 21:19:00+00,9926.77594012826,{A6D69BB4-7FFE-4013-9C29-313421E51D01},2022 NIFS,,ICS209,10898.0068,,,9927,0.1,AKYTDC,1513213,,,,Minimal,Smoldering,Creeping,Short-range Spotting,Natural,,,PS18,,2022/07/03 16:44:59+00,Type 3 Incident,,0,0,0,100,PD,1522,AICC,2022/07/24 03:00:00+00,2022/07/23 03:00:00+00,2022/07/24 03:00:00+00,U,Type 3 Team,Slathtouka,"19 miles southwest of Allakaket, AK.",WF,FI,66.37583,-153.2218,,,{D09525F2-FB25-41FD-86A8-E2FF4EEBDBB5},,0,1,0,0,0,0,000431,71,0,"Allakaket, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),62,2022-AKTAD-000431,Approved Decision,wildcad,ics209,0,Type 3 Incident,2022/07/06 18:34:40+00,,IRWIN,,2022/07/24 03:01:57+00,2022/07/03 17:10:12+00,{CE6EE2D7-89D5-4595-8561-D3360B169935},0,,,0.788435767220984,-0.00805028921485959
17472,South Fork,Wildfire Daily Fire Perimeter,Digitized-Image,3785.01751094329,2022/07/15 14:54:38+00,2022/07/15 15:22:20+00,2022/07/05 21:59:59+00,3785.00245657597,{76FE54CF-FB18-49EC-B566-DBC285CF86FD},2022 NIFS,,DEFAULT,2778.9848,,,3785,0.1,AKNFDC,236424,,,,Active,,,,Natural,,,PS0C,,2022/07/02 21:49:20+00,Type 3 Incident,,,,,,,,AICC,,,,,,South Fork,,WF,FI,64.183333,-145.35,,,{031245DE-A46E-4014-AB64-1E1C0C0756D8},,0,1,,1,,0,212427,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKDAS,US-AK,,,Chaparral (6 feet),,,2022-AKDAS-212427,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/24 04:06:30+00,2022/07/02 22:23:38+00,{C5FE6238-F861-413E-8BE1-155042F1CBD3},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},0.982338736800521,-0.00282747946452635
17487,Bearman,Wildfire Daily Fire Perimeter,Image Interpretation,595.6,2022/07/04 03:02:17+00,2022/07/16 16:21:56+00,2022/07/15 20:27:00+00,595.549486009904,{2871E376-7796-49E8-8A5B-016B378FDD57},2022 NIFS,,DEFAULT,521.5223,,,595.6,200,AKYTDC,0,,,,Minimal,,Smoldering,,Natural,,,PS4F,,2022/07/04 02:58:00+00,Type 5 Incident,,0,1,99,0,PD,1522,AICC,2022/07/21 18:45:00+00,2022/07/15 02:00:00+00,2022/07/21 18:45:00+00,U,Type 5 IC,Bearman,"25 miles northwest of Fort Yukon, AK",WF,FI,66.80502,-145.9862,,,{3175C248-647C-4269-BC2E-11C08AE6E12B},,0,1,0,0,0,0,000444,0,100,"Fort Yukon, AK",Yukon-Koyukuk,AKYTDC,02290,,AKVLN,,ANCSA,Private,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),7,2022-AKUYD-000444,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2022/07/08 17:03:50+00,,IRWIN,,2022/07/21 19:42:04+00,2022/07/04 03:02:12+00,{C9E22295-2EE4-450C-8769-22EDC672E04D},0,,,0.315191430588516,-0.000491620613456478
17488,Sucker,Wildfire Daily Fire Perimeter,Image Interpretation,799.7,2022/07/04 17:02:02+00,2022/07/12 03:26:19+00,2022/07/10 22:07:00+00,799.674915052528,{E44C05E3-9863-4159-A01B-B7468F955A41},2022 NIFS,,DEFAULT,318.0279,,,532.8,99,AKYTDC,0,,,,Minimal,,Smoldering,,Natural,,,PS5W,,2022/07/04 15:33:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 18:00:00+00,2022/07/15 02:00:00+00,2022/07/18 18:00:00+00,F,Type 5 IC,Sucker,"27 miles southwest of Chalkyitsik, AK",WF,FI,66.36022,-144.4057,,,{EA6C74D5-F6C2-45CF-ABD9-C9D48EE44A5B},,0,1,0,0,0,0,000451,0,0,"Chalkyitsik, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKYFR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000451,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/19 03:50:50+00,2022/07/04 17:01:46+00,{AD454154-7928-4CD1-B471-54FF7FD343E4},0,,,0.305164085806362,-0.000648155483226889
17491,Chalatna,Wildfire Daily Fire Perimeter,Image Interpretation,851.325953704341,2022/07/04 22:04:32+00,2022/07/21 22:13:01+00,2022/07/14 21:48:00+00,851.322452282179,{1949D843-AD5F-4C1E-A4F0-4246EBFC40F5},2022 NIFS,,DEFAULT,190.9439,,,851.3,1,AKYTDC,0,,,,Minimal,,,,Natural,,,PS6Z,,2022/07/04 21:59:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 18:30:00+00,2022/07/15 02:00:00+00,2022/07/18 18:30:00+00,F,Type 5 IC,Chalatna,"The fire is located 29.6 miles southeast of Allakaket, AK",WF,FI,66.41978,-151.6286,,,{1A246730-487F-425B-BB3E-793BB22AF35C},,0,1,0,0,0,0,000464,0,0,"Allakaket, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKKAR,,USFWS,Federal,,,,,,,AK03N,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKTAD-000464,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 00:00:51+00,2022/07/04 22:04:30+00,{48B40176-CB3B-4414-8C1C-2220116995E0},0,,,0.286823594419245,-0.000691943014192253
17493,Dennison Fork ,Wildfire Daily Fire Perimeter,Digitized-Image,961.021822244824,2022/07/04 21:45:02+00,2022/07/08 03:54:52+00,2022/07/07 21:59:59+00,961.017923630485,{CAF6CEEB-3F21-4712-B0DD-E4DF1342F037},2022 NIFS,,DEFAULT,,,,961,20,AKNFDC,,,,,Extreme,,,,Natural,,,,,2022/07/04 21:15:04+00,Type 5 Incident,,,,,,,,AICC,,,,,,Dennison Fork,,WF,FI,63.444167,-141.961833,,,{954359DD-112D-431B-9137-B3EACC6CC11C},,0,,,0,,,213462,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01E,DVF,AKTAS,US-AK,,,,,,2022-AKTAS-213462,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/23 16:13:16+00,2022/07/04 21:44:49+00,{2D30E56E-1F60-438E-B105-40C20560657B},0,,,0.182491440201234,-0.000699165919436339
17494,Gardiner Creek,Wildfire Daily Fire Perimeter,Image Interpretation,13.2,2022/07/02 21:02:47+00,2022/07/05 17:30:57+00,2022/07/04 20:57:00+00,13.1541534116316,{7CB45327-528A-4931-9A20-9ECEDEEA2E47},2022 NIFS,,DEFAULT,,,,13.2,3,AKNFDC,,,,,Minimal,,,,Natural,,,PT6T,,2022/07/02 20:53:53+00,Type 5 Incident,,,,,,,,AICC,,,,,,Gardiner Creek,,WF,FI,63.077917,-141.454833,,,{8AA9538E-AC0A-4725-81CC-C77A1A94566B},,0,1,,1,,,213426,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01E,DVF,AKTAS,US-AK,,,Timber (Litter and Understory),,,2022-AKTAS-213426,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/22 22:57:16+00,2022/07/02 21:02:37+00,{69AD6868-3B59-4EB9-A502-F74F1E690A2A},0,,,0.0164262920959981,-9.45271078526194e-06
17495,MM 125,Wildfire Daily Fire Perimeter,Mixed Methods,2985.64151425171,2022/07/04 02:11:47+00,2022/07/16 22:45:10+00,2022/07/04 21:46:59+00,2985.62994855591,{CCA10A7D-1DE3-44A8-ACDB-7F85C00F9704},2022 NIFS,,ICS209,2985.6595,,,2986,0.1,AKYTDC,0,,,,,,,,Natural,,,PS38,,2022/07/04 02:03:00+00,,,,,,,PD,1522,AICC,,,,,,MM 125,,WF,FI,66.64678,-150.6592,,,{8447EFB6-DB6C-4CC0-8294-C52E0C4CA1AB},,0,1,0,0,0,0,000441,12,0,,Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKUYD,US-AK,,,,,,2022-AKUYD-000441,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/22 03:57:06+00,2022/07/04 02:11:37+00,{90DFA7B9-B9A6-4F54-A727-AD12FE283A5B},1,Dalton Highway Complex,{B4654FA1-FE2F-4A42-87E8-6EF8D3FCBA7E},0.435002397482496,-0.00244836954618005
17496,Christian River,Wildfire Daily Fire Perimeter,Image Interpretation,1154.8,2022/07/04 22:08:32+00,2022/07/12 14:35:19+00,2022/07/11 21:36:00+00,1154.82084916756,{D7CE92BA-8AB6-4595-A1B9-931542587D71},2022 NIFS,,DEFAULT,1154.7734,,,1154.8,0.1,AKYTDC,0,,,,Minimal,,,,Natural,,,PS61,,2022/07/04 22:02:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 18:30:00+00,2022/07/15 02:00:00+00,2022/07/18 18:30:00+00,F,Type 5 IC,Christian River,"Northwest of Christian, AK",WF,FI,67.65999,-145.6198,,,{0569BD11-7E41-48AE-9632-8B35BB64FC63},,0,1,0,0,0,0,000466,0,0,"Christian, AK",Yukon-Koyukuk,AKYTDC,02290,,AKVLN,,ANCSA,Private,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),,,2022-AKUYD-000466,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/18 18:41:00+00,2022/07/04 22:08:17+00,{9D0A53CB-4C70-407B-A84D-CA400EAF5FA7},0,,,0.360908672118831,-0.00098802962191968
17504,Hot Springs Creek,Wildfire Daily Fire Perimeter,Image Interpretation,16801.1473920334,2022/07/15 19:39:41+00,2022/07/15 19:39:41+00,2022/07/15 23:32:59+00,154.759341048022,{2C7A55D4-DA8F-46BB-A4AA-9C9AEA0605BF},2022 NIFS,,DEFAULT,9024.5729,,,16090.7,0.1,AKGADC,,,,,,,,,Natural,,,PS6T,,2022/07/04 21:23:00+00,,,,,,,PD,1522,AICC,,,,,,Hot Springs Creek,,WF,FI,65.19994,-154.8999,,,{D08EF399-DDFE-4E15-AD3E-BDF6CE57C077},,0,1,0,0,0,,000463,,,,Yukon-Koyukuk,AKGADC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK05,BLM,AKGAD,US-AK,,,,,,2022-AKGAD-000463,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/16 22:30:41+00,2022/07/04 21:31:29+00,{D6C68850-EE05-4BEC-8869-0975BA8E748C},0,,,0.0700074236443767,-0.000119860948481025
17506,Central Creek,Wildfire Daily Fire Perimeter,Digitized-Image,6338.56379082041,2022/07/05 06:10:11+00,2022/07/16 17:35:56+00,2022/07/15 13:17:00+00,6338.53778411704,{7F4D8E53-E7CF-491B-80AE-8295AFA83371},2022 NIFS,,DEFAULT,4049.9301,,,6339,0.1,AKNFDC,2290519,,,,,,,,Natural,,,PS4K,,2022/07/04 00:14:45+00,,,,,,,,,AICC,,,,,,Central Creek,,WF,FI,64.386833,-145.031333,,,{467AE633-F44E-4DE3-B66E-F9E9E60EA9BE},,0,1,,1,,0,212437,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKDAS,US-AK,,,,,,2022-AKDAS-212437,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/24 04:06:33+00,2022/07/04 00:27:38+00,{4E729F5F-EA99-4AD4-B0C8-8930BBC12662},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},0.72105454010824,-0.00476699274536305
17507,Gold Hub,Wildfire Daily Fire Perimeter,Digitized-Image,16062.5000175844,2022/07/09 17:39:07+00,2022/07/11 16:00:41+00,2022/07/10 21:59:59+00,16062.4359723933,{550648EC-6CEC-413B-8D53-E21B6562B806},2022 NIFS,,DEFAULT,10693.4722,,,16062,10,AKNFDC,354129,,,,,,,,Natural,,,PS6N,,2022/07/04 17:04:52+00,,,,,,,,,AICC,,,,,,Gold Hub,,WF,FI,64.3935,-145.471,,,{B9DBCBD0-2670-46CF-BB5C-58E6E92A2740},,0,1,,1,,0,212455,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKDAS,US-AK,,,Chaparral (6 feet),,,2022-AKDAS-212455,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/23 00:44:15+00,2022/07/04 19:26:47+00,{B89625DE-1EB6-46F6-8D39-F76CB4E103AF},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},1.04233729206078,-0.012078486740556
17510,Biederman,Wildfire Daily Fire Perimeter,Image Interpretation,6706.7,2022/07/04 20:26:32+00,2022/07/16 16:34:17+00,2022/07/15 14:08:00+00,6706.66255751595,{04935C87-DC9C-4BFC-AB2B-94A1B3BB0ED3},2022 NIFS,,DEFAULT,6814.3309,,,6706.7,0.1,AKYTDC,0,,,,Minimal,,,,Natural,,,PS6H,,2022/07/04 20:22:00+00,Type 5 Incident,,0,0,0,100,PD,1522,AICC,2022/07/21 19:15:00+00,2022/07/14 15:59:59+00,2022/07/21 19:15:00+00,U,Type 5 IC,Biederman,Fire is located approximately 52 miles south east of Circle Alaska.,WF,FI,65.32388,-142.6432,,,{2E671672-52B3-422B-8348-37486006E5AF},,0,1,0,0,0,0,000458,0,0,"Circle, AK",Southeast Fairbanks,AKYTDC,02240,NPS,AKYCP,,NPS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),22,2022-AKUYD-000458,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2022/07/12 13:19:48+00,,IRWIN,,2022/07/22 01:24:18+00,2022/07/04 20:26:29+00,{8C2BC246-AE9E-4036-9792-3479D35200BA},0,,,0.923280793916638,-0.00522448034179989
17511,Hard Luck,Wildfire Daily Fire Perimeter,Image Interpretation,2436.1,2022/07/02 16:52:47+00,2022/07/16 16:21:29+00,2022/07/15 02:08:00+00,2436.08731670217,{C58FC9C9-9EE6-4A5B-9160-7F032CF3BF97},2022 NIFS,,DEFAULT,2421.243,,,2436.1,1,AKYTDC,0,,,,Minimal,,,,Natural,,,PST7,,2022/07/02 15:46:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 18:14:59+00,2022/07/14 15:59:59+00,2022/07/21 18:14:59+00,U,Type 5 IC,Hard Luck,"33 miles north of Eagle, AK",WF,FI,65.28992,-141.2791,,,{D745825A-8970-40AD-9519-D43C18B83298},,0,1,0,0,0,0,000424,0,0,"Eagle, AK",Southeast Fairbanks,AKYTDC,02240,ANC,AKDYN,,ANCSA,Private,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000424,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 01:50:50+00,2022/07/02 16:52:42+00,{47395943-88E3-4E79-8273-44D7EB9C773B},0,,,0.411569533066494,-0.00189561204134449
17512,Flume,Wildfire Daily Fire Perimeter,Image Interpretation,180.6,2022/07/04 03:51:02+00,2022/07/06 16:10:11+00,2022/07/05 21:17:00+00,180.648564766789,{6F1A52EE-2A5E-4EF5-9621-E94AF619BC63},2022 NIFS,,DEFAULT,180.6321,,,180.6,3,AKYTDC,0,,,,Minimal,,,,Natural,,,PS4L,,2022/07/04 03:43:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 18:00:00+00,2022/07/15 02:00:00+00,2022/07/18 18:00:00+00,F,Type 5 IC,Flume,"40 mile northwest of Eagle, AK",WF,FI,64.98082,-142.5006,,,{E94B9C0A-A716-45CD-8540-5E7870ECB525},,0,1,0,0,0,0,000445,0,0,"Eagle, AK",Southeast Fairbanks,AKYTDC,02240,ANC,AKDYN,,ANCSA,Private,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000445,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 00:46:13+00,2022/07/04 03:51:00+00,{33D3BDCB-9875-4509-A913-811B04671446},0,,,0.0629735814206513,-0.000138902973458169
17515,Warbelow,Wildfire Daily Fire Perimeter,Image Interpretation,273.2,2022/07/03 22:30:17+00,2022/07/09 21:04:33+00,2022/07/08 06:41:00+00,273.208360892902,{37ECCE78-5E1A-498A-B644-B359607B2072},2022 NIFS,,DEFAULT,126.6779,,,273.2,0.1,AKYTDC,0,,,,Minimal,,,,Natural,,,PS28,,2022/07/03 22:24:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 18:00:00+00,2022/07/16 02:00:00+00,2022/07/18 18:00:00+00,F,Type 5 IC,Warbelow,"20miles northwest of Chicken, AK",WF,FI,64.29777,-142.3734,,,{4BA90D3A-FBF6-4129-B1E4-49086C9A9DBA},,0,1,0,0,0,0,000436,0,0,"Chicken, AK",Southeast Fairbanks,AKYTDC,02240,DNR,AKAKS,,State,Other,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000436,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 00:58:02+00,2022/07/03 22:30:02+00,{CBF9EAE0-4246-421A-B332-B9511D1F70C2},0,,,0.111847444689066,-0.00020486012736167
